actor,actor_type,source_provider,source_report,report_date,source_url,indicator_type,indicator_value,country,target_country,target_sector,ttp,ttp_framework,confidence,description,date_added
Russian APT actors (3 groups),nation_state,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,Rewriting public malware into other languages; Adding AES encryption to code; Explaining malicious code,Russia,,,Rewriting public malware into other languages; Adding AES encryption to code; Explaining malicious code,mitre_atlas,,TTP summary for this actor,2026-09-12
Iranian IO actors (8 groups),influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,~75% of all IO prompts; SEO article generation; Farsi translation; Persona photo/logo creation; Reports critical of Bahrain,Iran,"United States, Middle East, Europe",,~75% of all IO prompts; SEO article generation; Farsi translation; Persona photo/logo creation; Reports critical of Bahrain,mitre_atlas,,TTP summary for this actor,2026-09-12
DRAGONBRIDGE,influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,social_account,YouTube channels (detected and terminated),China,"United States, Taiwan",,,none,,No significant engagement gains from AI content,2026-09-12
DRAGONBRIDGE,influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,"Research on US-China relations, Taiwan, 'five poisons'; AI news-presenter video (since 2022); Article generation",China,"United States, Taiwan",,"Research on US-China relations, Taiwan, 'five poisons'; AI news-presenter video (since 2022); Article generation",mitre_atlas,,No significant engagement gains from AI content,2026-09-12
KRYMSKYBRIDGE,influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,"Research, content creation, translation",Russia,,,"Research, content creation, translation",mitre_atlas,,Russian consulting firm working with the government,2026-09-12
Prigozhin-associated entities,influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,~40% of Russian IO activity; Research and content creation,Russia,,,~40% of Russian IO activity; Research and content creation,mitre_atlas,,TTP summary for this actor,2026-09-12
Doppelganger,influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,"Research, content creation, translation",Russia,,,"Research, content creation, translation",mitre_atlas,,TTP summary for this actor,2026-09-12
CopyCop,influence_operation,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,LLM-assisted article rewriting with Kremlin-aligned slant; Inauthentic news sites posing as US/EU outlets,Russia,"United States, Europe",,LLM-assisted article rewriting with Kremlin-aligned slant; Inauthentic news sites posing as US/EU outlets,mitre_atlas,,TTP summary for this actor,2026-09-12
FraudGPT / WormGPT,cybercriminal,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,tool,FraudGPT,,,,,none,,,2026-09-12
FraudGPT / WormGPT,cybercriminal,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,tool,WormGPT,,,,,none,,,2026-09-12
FraudGPT / WormGPT,cybercriminal,google,Adversarial Misuse of Generative AI (GTIG),2025-01-29,https://services.google.com/fh/files/misc/adversarial-misuse-generative-ai.pdf,ttp,Uncensored LLMs advertised on Telegram; BEC and phishing generation,,,,Uncensored LLMs advertised on Telegram; BEC and phishing generation,mitre_atlas,,TTP summary for this actor,2026-09-12
